NumeroSiret	RaisonSocial	NatureActivité	CodeActivité	AdresseRue	AdresseCodePostale	AdresseVille	AdresseCodeInsee	AdresseGeoLat	AdresseGeoLong	ProjetCodeRegion	ProjetRegion	ProjetCodedepartement	ProjetDepartement	ProjetArrondissement	ProjetCodeArrondissement	ProjetCodeCanton	ProjetCanton	ProjetCodeCommune	ProjetCommune	ProjetGeoLong	ProjetGeoLat	Dossier	PO	Projet	EtatStatus	EtatDossierPaye	EtatDossierSolde	DateDepotDossier	MoisDepotDossier	AnneeDepotDossier	DateLimiteDebutReal	DateLimiteFinReal	MoisFinReal	AnneeFinReal	DatePremierComite	MoisPremierComite	AnneePremierComite	MontantGlobal	DepenseEligibleProgramme	DepenseTotalProgrammeUE	DepenseTotalProgrammeEtat	DepenseTotalProgrammeRegion	DepenseTotalProgrammeDepartement	DepenseTotalProgrammeAutrePublic	DepenseTotalProgrammeCperEtat	DepenseTotalProgrammeCperRegion	PaiementTotalUE	PaiementTotalEtat	PaiementTotalRegion	PaiementTotalDepartement	PaiementTotalAutrePublic	PaiementTotalPrive	PaiementTotal	PaiementTotalValideAC	FIN
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	35247	Fonds Européen de Développement Régional  	Mission d'assistance à maîtrise d'ouvrage dans le cadre de l'élaboration des programmes opérationnels mettant en œuvre les fonds européens 2014/2020.	Programmé	O	O	22/03/2013	03	2013	01/02/2013	31/12/2014	12	2014	09/04/2013	04	2013	67490.28	77680.08	77680.08	0	120600	0	0	0	0	77680.08	0	0	0	0	0	0	77680.08	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	31502	Fonds Européen de Développement Régional  	Assistance technique - Rémunération des personnels - 2011	Programmé	O	O	19/01/2013	01	2013	01/01/2013	31/12/2013	12	2013	15/03/2013	03	2013	175500	618617.7	237847.5	0	144000	0	0	0	0	237847.5	0	0	0	0	0	380770.2	618617.7	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	31504	Fonds Européen de Développement Régional  	Assistance technique - Fonctionnement Mission Europe - Année 2011	Programmé	O	O	19/01/2013	01	2013	01/01/2013	31/12/2013	12	2013	15/03/2013	03	2013	180000	18213.94	18213.94	0	263340	0	0	0	0	18213.94	0	0	0	0	0	0	18213.94	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	32700	Fonds Européen de Développement Régional  	Promotion site  Europe en Bretagne  - 2011	Programmé	O	O	14/02/2013	02	2013	07/01/2013	14/07/2013	07	2013	15/03/2013	03	2013	41850	40189.34	40189.34	0	0	0	0	0	0	40189.34	0	0	0	0	0	0	40189.34	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	35118	Fonds Européen de Développement Régional  	Assistance technique - Fonctionnement Mission Europe - 2013	Programmé	O	O	07/02/2013	02	2013	01/01/2013	31/12/2013	12	2013	15/03/2013	03	2013	180000	35506.78	35506.78	0	54000	0	0	0	0	35506.78	0	0	0	0	0	0	35506.78	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	35120	Fonds Européen de Développement Régional  	Assistance technique - Rémunération des personnels - 2013	Programmé	O	O	07/02/2013	02	2013	01/01/2013	31/12/2013	12	2013	15/03/2013	03	2013	175500	884874.08	353430	0	126000	0	0	0	0	353430	0	0	0	0	0	531444.08	884874.08	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	31379	Fonds Européen de Développement Régional  	Communication - Achat d'espace sur FR Ouest-déclinaison campagne nationale 2010	Programmé	O	O	20/10/2012	10	2012	25/10/2012	30/04/2013	04	2013	09/11/2012	11	2012	23113.29	22506.69	22506.69	0	117000	0	0	0	0	22506.69	0	0	0	0	0	0	22506.69	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	31390	Fonds Européen de Développement Régional  	Communication - Site internet  Europe en Bretagne 	Programmé	O	O	21/10/2012	10	2012	25/10/2012	31/03/2015	03	2015	09/11/2012	11	2012	40500	39333.45	39333.45	0	34200	0	0	0	0	39333.45	0	0	0	0	0	0	39333.45	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	31284	Fonds Européen de Développement Régional  	Etude d'évaluation à mi-parcours  du CPER et  du PO FEDER 2007-2013 de la région Bretagne	Programmé	O	O	15/09/2012	09	2012	05/05/2012	15/12/2012	12	2012	12/10/2012	10	2012	68297.58	68297.58	34148.79	17074.4	0	0	0	0	0	34148.79	17074.4	17074.4	0	0	0	0	68297.58	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	31064	Fonds Européen de Développement Régional  	Assistance technique - Bureau des Affaires Européennes - Information communication - Année 2010	Programmé	O	O	24/06/2012	06	2012	01/01/2012	31/12/2012	12	2012	14/09/2012	09	2012	180000	20591.15	20591.15	0	22200.69	0	0	0	0	20591.15	0	0	0	0	0	0	20591.15	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	34259	Fonds Européen de Développement Régional  	Réalisation d'un diagnostic territorial pour la Bretagne dans le cadre de la préparation des programmes européens 2014-2020	Programmé	O	O	25/06/2012	06	2012	29/05/2012	30/04/2013	04	2013	10/07/2012	07	2012	88200	75805.47	75805.47	0	90000	0	0	0	0	75805.47	0	0	0	0	0	0	75805.47	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	33926	Fonds Européen de Développement Régional  	Assistance technique - Fonctionnement Mission Europe - Année 2012	Programmé	O	O	13/01/2012	01	2012	01/01/2012	31/12/2012	12	2012	10/04/2012	04	2012	180000	30770.48	30770.48	0	414000	0	0	0	0	30770.48	0	0	0	0	0	0	30770.48	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	34000	Fonds Européen de Développement Régional  	Assistance technique - Rémunération des personnels - 2012	Programmé	O	O	15/03/2012	03	2012	01/01/2012	31/12/2012	12	2012	10/04/2012	04	2012	175500	651441.21	286830	0	351000	0	0	0	0	286830	0	0	0	0	0	364611.21	651441.21	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	30502	Fonds Européen de Développement Régional  	Assistance technique - Fonctionnement Mission Europe - Année 2010	Programmé	O	O	07/01/2012	01	2012	01/01/2012	31/12/2012	12	2012	09/02/2012	02	2012	180000	39945.98	39945.98	0	0	0	0	0	0	39945.98	0	0	0	0	0	0	39945.98	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	30503	Fonds Européen de Développement Régional  	Assistance technique - Rémunération des personnels - Année 2010	Programmé	O	O	07/01/2012	01	2012	01/01/2012	31/12/2012	12	2012	09/02/2012	02	2012	175500	562352.68	210698.1	0	0	0	0	0	0	210698.1	0	0	0	0	0	351654.58	562352.68	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	29290	Fonds Européen de Développement Régional  	Assistance technique - Fonctionnement Mission Europe - Année 2009	Programmé	O	O	18/03/2011	03	2011	01/01/2011	31/12/2011	12	2011	07/04/2011	04	2011	180000	35656.27	35656.27	0	0	0	0	0	0	35656.27	0	0	0	0	0	0	35656.27	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	29291	Fonds Européen de Développement Régional  	Assistance technique - Rémunération des personnels - Année 2009	Programmé	O	O	18/03/2011	03	2011	01/01/2011	31/12/2011	12	2011	07/04/2011	04	2011	175500	600163.2	165171.6	0	0	0	0	0	0	165171.6	0	0	0	0	0	434991.6	600163.2	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	29310	Fonds Européen de Développement Régional  	Assistance technique - Mission Europe - Information communication - Année 2009	Programmé	O	O	19/03/2011	03	2011	01/01/2011	31/12/2011	12	2011	07/04/2011	04	2011	180000	62420.41	62420.41	0	0	0	0	0	0	62420.41	0	0	0	0	0	0	62420.41	0
S17350001800028	Secrétariat Général pour les Affaires Régionales	ETAT	Administration publique générale	3 avenue de la Préfecture	35026	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	29394	Fonds Européen de Développement Régional  	Prestations de services avec l'INSEE pour l'élaboration du rapport de clôture de l'Objectif 2 de la période 2000-2006	Programmé	O	O	06/02/2011	02	2011	10/03/2011	30/06/2011	06	2011	07/04/2011	04	2011	25805.43	13500	13500	0	0	0	0	0	0	13500	0	0	0	0	0	0	13500	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	29	FINISTERE	3	MORLAIX	0	Plusieurs cantons	0	Plusieurs communes	0	0	35153	Fonds Européen de Développement Régional  	RB RQ : Travaux de suppression des passages à niveaux de la tranche fonctionnelle n° 4 sur la liaison Rennes Brest	Programmé	N	N	12/05/2014	05	2014	18/09/2008	31/12/2015	12	2015	08/07/2014	07	2014	14040000	15005250	6755363.55	3510928.4	907119.9	1500525	0	3510928.4	1422797.81	4360485.94	2932150.5	1190565.23	1175170.5	0	0	27291.86	9685664.03	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	33976	Fonds Européen de Développement Régional  	RB TF1 REA Fer	Programmé	N	N	07/07/2011	07	2011	28/03/2008	31/12/2015	12	2015	17/12/2013	12	2013	33750000	27907200	3694780.44	10483707.71	351000	2790720	0	10483707.71	7509200.13	3325302.4	9566760.02	7133835.85	2790720	0	0	3617228.96	26433847.22	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	22	COTES-D´ARMOR	3	LANNION	0	Plusieurs cantons	0	Plusieurs communes	0	0	33977	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Travaux ferroviaires de la tranche fonctionnelle n° 4 sur la liaison Rennes Brest – département des Côtes d'Armor	Programmé	N	N	16/01/2012	01	2012	31/07/2011	31/12/2015	12	2015	16/11/2012	11	2012	7290000	6925500	3117860.1	2072871	0	692550	0	0	0	1300605.41	2072871	193994.54	692550	0	0	-1429920.4	2830100.55	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	0	Plusieurs régions	0	Plusieurs départements	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	33978	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper: Travaux ferroviaires de la tranche fonctionnelle n° 4 sur la liaison Rennes Brest – département du Finistère	Programmé	N	N	09/01/2012	01	2012	21/07/2011	31/12/2015	12	2015	16/11/2012	11	2012	18560700	11248380	5064021	1826712.9	2005920	1124838	0	1826712.9	1871754.3	2873985.89	1826712.9	1777805.95	0	0	0	3660633.51	10139138.25	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	33450	Fonds Européen de Développement Régional  	RB RQ : Travaux de suppression des passages à niveaux de la tranche fonctionnelle n° 1 sur la liaison Rennes Brest	Programmé	N	N	01/07/2011	07	2011	01/10/2008	31/12/2013	12	2013	13/12/2011	12	2011	6609745.8	6279258.6	2826922.5	2064619.8	109134	627925.5	0	0	0	2088886.6	1742508.55	0	524506.18	0	0	284006.71	4639908.03	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	22	COTES-D´ARMOR	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	31137	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Travaux relatifs au volet ferroviaire sur la tranche fonctionnelle 2 de la ligne Rennes Brest - RFF	Programmé	N	N	05/07/2010	07	2010	28/03/2008	30/06/2013	06	2013	14/09/2010	09	2010	28629000	17730000	7982046	2925923.4	57976.43	0	0	0	0	7839344.7	2340738	2940480.17	0	0	0	4000063.91	17120626.78	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	56	MORBIHAN	1	LORIENT	0	Plusieurs cantons	0	Plusieurs communes	0	0	31157	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Travaux relatifs au volet ferroviaire sur la tranche fonctionnelle 2 de la ligne Rennes Quimper - RFF	Programmé	N	N	05/07/2010	07	2010	28/05/2006	30/06/2014	06	2014	14/09/2010	09	2010	27994500	19958265	8985211.2	3581743.5	2070000	1995826.5	0	0	0	8933960.79	3581743.5	2831130.81	1995826.5	0	0	2501764.86	19844426.46	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	22	COTES-D´ARMOR	3	LANNION	0	Plusieurs cantons	0	Plusieurs communes	0	0	30680	Fonds Européen de Développement Régional  	Rennes-Brest  – Tranche fonctionnelle 4 – Volet ferroviaire – Phase Projet – RFF - Dept 22	Programmé	O	N	19/05/2010	05	2010	29/04/2009	30/06/2013	06	2013	13/07/2010	07	2010	294408	242364.6	109112.4	56709	0	24236.1	0	0	0	91510.76	56709	21858.54	24236.1	0	0	3464.3	197778.7	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	29	FINISTERE	3	MORLAIX	0	Plusieurs cantons	0	Plusieurs communes	0	0	30681	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Etudes de projet relatives au volet ferroviaire de la tranche fonctionnelle n°4 de la ligne Rennes-Brest - département du Finistère	Programmé	O	N	24/02/2010	02	2010	29/04/2009	30/06/2013	06	2013	13/07/2010	07	2010	749592	671373.9	302252.4	157093.2	0	67137.3	0	0	0	260371.28	157093.2	60472.44	67137.3	0	0	17656.25	562730.47	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	22	COTES-D´ARMOR	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	30478	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper: travaux de réalisation relatifs à la suppression des PN (hors 236 - 237) de la tranche fonctionnelle n° 2 sur la liaison Rennes Brest - RFF	Programmé	N	N	08/12/2009	12	2009	26/01/2007	30/06/2013	06	2013	13/04/2010	04	2010	5400000	5130000	1418850	1276965	899999.99	1472310	0	0	0	1313440.55	1276965	0	1248170.18	0	0	866552.64	4705128.37	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	29	FINISTERE	3	MORLAIX	0	Plusieurs cantons	0	Plusieurs communes	0	0	30049	Fonds Européen de Développement Régional  	Rennes-Brest – Tranche fonctionnelle 4 – Suppression Passages à niveau – Phase Projet - RFF 	Programmé	N	N	30/09/2009	09	2009	25/11/2008	31/12/2014	12	2014	17/11/2009	11	2009	1447200	1374840	618953.4	321687	5400000	137484	0	0	0	302904.87	321687	123838.32	0	0	0	-93245.62	655184.57	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	29921	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Etudes de projet et travaux de réalisation relatifs au volet ferroviaire sur la tranche fonctionnelle n° 1 de la ligne Rennes Quimper - RFF	Programmé	N	N	25/08/2009	08	2009	02/01/2007	31/12/2015	12	2015	13/10/2009	10	2009	22941000	17912250	8064094.95	5300772.14	157950	0	0	0	0	5783701.68	4514557.59	848100.24	0	0	0	1072697.42	12219056.93	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	56	MORBIHAN	1	LORIENT	0	Plusieurs cantons	0	Plusieurs communes	0	0	28108	Fonds Européen de Développement Régional  	RFF Amélioration de la liaison ferroviaire Rennes - Quimper : Travaux de réalisation relatifs à la suppression des passages à niveau sur la tranche fonctionnelle 2  sur la liaison ferroviaire Rennes - Quimper	Programmé	N	N	19/06/2009	06	2009	10/12/2007	31/12/2013	12	2013	08/09/2009	09	2009	18472500	10858500	4888496.7	3066983.33	1422797.81	547485.57	0	0	0	4888496.7	3066983.33	517566.2	272461.73	0	0	2236574.92	10982082.87	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	28109	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Etudes de projet relatives à la suppression des passages à niveau de la tranche fonctionnelle n° 1 sur la liaison Rennes Brest	Programmé	O	N	03/07/2009	07	2009	31/07/2008	31/12/2011	12	2011	08/09/2009	09	2009	335700	318915	143575.2	74619.9	3552367.99	31891.5	0	0	0	143575.2	74619.9	18142.9	31891.5	0	0	53318.35	321547.85	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	22	COTES-D´ARMOR	3	LANNION	0	Plusieurs cantons	0	Plusieurs communes	0	0	28116	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Etudes de projet et travaux de réalisation relatifs à la suppression du PN 260 situé sur la tranche fonctionnelle n°4 de la ligne Rennes-Brest	Programmé	N	N	18/05/2009	05	2009	22/02/2008	31/08/2014	08	2014	07/07/2009	07	2009	1966500	2565000	1154763	843372	1242864	256500	0	0	0	1023544.63	843372	0	256500	0	0	150116.53	2273533.16	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	22	COTES-D´ARMOR	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	29500	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper: travaux de réalisation relatifs au volet ferroviaire de la tranche fonctionnelle n° 3 sur la liaison Rennes Brest	Programmé	N	O	18/05/2009	05	2009	01/06/2007	31/12/2012	12	2012	07/07/2009	07	2009	16200000	15390000	6581250	5923125	0	0	0	0	0	6581250	5923125	0	0	0	0	3186202.28	15690577.28	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	56	MORBIHAN	1	LORIENT	0	Plusieurs cantons	0	Plusieurs communes	0	0	28113	Fonds Européen de Développement Régional  	Études de projet relatives au volet ferroviaire de la tranche fonctionnelle 2 sur la ligne Rennes-Quimper - Auray-Hennebont	Programmé	O	N	17/04/2009	04	2009	28/03/2008	31/12/2011	12	2011	09/06/2009	06	2009	990000	940500	423413.1	220059.5	142740	94050	0	0	0	423413.1	209056.53	84715.53	89347.5	0	0	128208.79	934741.45	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	28112	Fonds Européen de Développement Régional  	Amélioration des liaisons ferroviaires Rennes-Brest et Rennes-Quimper : Etudes de projet relatives au volet ferroviaire de la tranche fonctionnelle n° 1 sur la liaison Rennes Brest	Programmé	N	O	10/04/2009	04	2009	19/09/2008	30/06/2013	06	2013	12/05/2009	05	2009	1404000	1333800	600476.76	312082.52	0	133380	0	0	0	600476.76	312082.52	126470.92	133380	0	0	136840.24	1309250.44	0
S41228073700310	SNCF Réseau (ex Réseau Ferré de France)	AUTRE PUBLIC	Services auxiliaires des transports terrestres	92 avenue de France	75016	PARIS	75056	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	28842	Fonds Européen de Développement Régional  	Rennes-Quimper  – Tranche fonctionnelle 1  – Suppression de PN – Phase réalisation – RFF (Avenant n°1)	Programmé	N	N	19/03/2009	03	2009	02/01/2007	31/12/2015	12	2015	07/04/2009	04	2009	11639479.5	13936500	4067228.16	3695391.09	43921.8	3560787	0	0	0	1643625.69	1696867.07	0	1694584.8	0	0	526297.72	5561375.28	0
S78539319000034	SUPELEC - École Supérieure d'Électricité	PERSONNE MORALE DE DROIT PRIVE	Enseignement supérieur	Avenue de la Boulaie - BP 81127	35511	CESSON-SEVIGNE	35051	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	0	Plusieurs cantons	0	Plusieurs communes	0	0	31330	Fonds Européen de Développement Régional  	PPA : Projet Pancréas Artificiel 	Abandonné / Déprogrammé	O	N	11/10/2013	10	2013	01/01/2014	30/06/2015	06	2015	17/12/2013	12	2013	79965	0	0	0	47115	0	0	0	0	0	0	0	0	0	0	0	0	0
S78539319000034	SUPELEC - École Supérieure d'Électricité	PERSONNE MORALE DE DROIT PRIVE	Enseignement supérieur	Avenue de la Boulaie - BP 81127	35511	CESSON-SEVIGNE	35051	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	53	CESSON-SEVIGNE	35051	CESSON-SEVIGNE	0	0	29771	Fonds Européen de Développement Régional  	LIPSYNC : Synchronisation des lévres d'un avatar sur un message audio 	Programmé	O	O	02/07/2012	07	2012	01/10/2012	30/09/2013	09	2013	24/09/2012	09	2012	57420	55543.38	22199.94	0	1414710	0	0	0	0	22199.94	0	22200.69	0	0	0	11142.76	55543.38	0
S18290005000085	Syndicat Mixte pour le développement  de Brest Iroise (SMBI)	AUTRE PUBLIC	Administration publique (tutelle) des activités économiques	c/o BMO - 24 rue Coat ar Gueven - BP 92242	29222	BREST	29019	0	0	53	BRETAGNE	29	FINISTERE	1	BREST	99	BREST	29019	BREST	0	0	34204	Programme d'accompagnement territorial du Redéploiement des Armées	1ère tr de stabilisation d'une plateforme aménageable sur le polder 124 du port de Brest	Programmé	N	N	10/05/2012	05	2012	01/02/2013	31/12/2014	12	2014	30/11/2011	11	2011	8640000	5940000	641827.8	1500000.3	6075	0	0	0	0	0	1054833	0	0	0	0	2528666.43	0	0
S24350013900189	Syndicat Mixte pour le développement  de Brest Iroise (SMBI)	AUTRE PUBLIC	Administration publique (tutelle) des activités économiques	c/o BMO - 24 rue Coat ar Gueven - BP 92242	29222	BREST	29019	0	0	53	BRETAGNE	29	FINISTERE	1	BREST	99	BREST	29019	BREST	0	0	34235	Programme d'accompagnement territorial du Redéploiement des Armées	2ème tr de stabilisation d'une plateforme aménageable sur le polder 124 du port de Brest	Programmé	N	N	16/10/2012	10	2012	11/04/2015	30/06/2015	06	2015	30/11/2011	11	2011	8640000	2700000	0	1199999.7	0	0	0	0	0	0	789768.74	0	0	0	0	987388.64	0	0
S19290346600014	Université de Bretagne Occidentale	AUTRE PUBLIC	Enseignement supérieur	3 rue des Archives - CS 93837	29238	BREST 	29019	0	0	53	BRETAGNE	29	FINISTERE	0	0	0	0	0	0	0	0	31128	Fonds Social Européen 	REVAction BreizhSup	Programmé	O	O	01/07/2012	07	2012	01/01/2012	31/12/2012	12	2012	16/12/2012	12	2012	42457.5	42178.53	18921.25	0	0	0	9000	0	0	18921.25	0	0	0	9000	0	14257.28	42178.53	0
S19290346600014	Université de Bretagne Occidentale	AUTRE PUBLIC	Enseignement supérieur	3 rue des Archives - CS 93837	29238	BREST 	29019	0	0	53	BRETAGNE	29	FINISTERE	0	0	0	0	0	0	0	0	2770	Fonds Européen de Développement Régional  - CTE	Public Research Organisation Technology Transfer through Regional Economic Clusters	Programmé	O	O	01/06/2012	06	2012	01/01/2013	31/12/2013	12	2013	15/10/2012	10	2012	454873.82	303347.7	151673.85	0	0	0	151673.85	0	0	151673.85	0	0	0	151673.85	0	0	303347.7	0
